Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente
215,02/08/2024,Estética,45,123,9856,MVZ. Eddie Hernández Vidal,1,4,3,3,Mala,Sí,Satisfecho
216,03/08/2024,Estética,33,157,8304,MVZ. Eddie Hernández Vidal,1,3,3,5,Pesima,No,Satisfecho
217,04/08/2024,Desparacitación,4,178,5313,MVZ. Eddie Hernández Vidal,1,1,4,3,Buena,No,Algo satisfecho
218,05/08/2024,Desparacitación,5,89,7342,MVZ. Eddie Hernández Vidal,5,3,2,1,Mala,Sí,Satisfecho
219,06/08/2024,Urgencias,12,127,7246,MVZ. Eddie Hernández Vidal,2,1,1,4,Buena,Sí,Algo satisfecho
220,07/08/2024,Vacunación,41,140,7085,MVZ. Eddie Hernández Vidal,5,3,2,3,Pesima,Sí,Satisfecho
221,08/08/2024,Hospitalización,12,115,2453,MVZ. Eddie Hernández Vidal,1,5,5,2,Regular,No,Satisfecho
222,09/08/2024,Vacunación,0,28,9823,MVZ. Eddie Hernández Vidal,1,5,3,5,Buena,No,Muy Satisfecho
223,10/08/2024,Servicio a domicilio,5,25,5239,MVZ. Eddie Hernández Vidal,2,1,3,5,Pesima,Sí,Satisfecho
224,11/08/2024,Consulta general,22,74,3386,MVZ. Eddie Hernández Vidal,1,3,4,5,Pesima,No,Satisfecho
225,12/08/2024,Consulta general,41,12,5152,MVZ. Eddie Hernández Vidal,5,1,5,1,Mala,Sí,Satisfecho
226,13/08/2024,Servicio a domicilio,33,41,1622,MVZ. Eddie Hernández Vidal,2,1,2,4,Buena,No,Algo satisfecho
227,14/08/2024,Consulta general,49,116,4382,MVZ. Eddie Hernández Vidal,5,3,5,2,Pesima,Sí,Muy Satisfecho
228,15/08/2024,Desparacitación,51,142,3424,MVZ. Eddie Hernández Vidal,4,1,2,1,Regular,Sí,Algo satisfecho
229,16/08/2024,Servicio a domicilio,1,30,5876,MVZ. Eddie Hernández Vidal,4,1,4,2,Buena,Sí,Satisfecho
230,17/08/2024,Cirugías,10,38,2934,MVZ. Eddie Hernández Vidal,5,3,2,1,Regular,Sí,Satisfecho
231,18/08/2024,Cirugías,6,69,178,MVZ. Eddie Hernández Vidal,3,2,5,4,Pesima,No,Muy Satisfecho
232,19/08/2024,Cirugías,58,166,874,MVZ. Eddie Hernández Vidal,1,2,4,2,Pesima,Sí,Algo satisfecho
233,20/08/2024,Servicio a domicilio,16,88,7123,MVZ. Eddie Hernández Vidal,4,4,2,1,Mala,No,Satisfecho
234,21/08/2024,Cirugías,7,7,2343,MVZ. Eddie Hernández Vidal,5,2,2,5,Mala,No,Muy Satisfecho
235,22/08/2024,Hospitalización,27,21,3242,MVZ. Eddie Hernández Vidal,2,3,1,5,Buena,Sí,Satisfecho
236,23/08/2024,Hospitalización,38,131,8154,MVZ. Eddie Hernández Vidal,5,1,2,2,Regular,No,Satisfecho
237,24/08/2024,Ultrasonido,43,92,3905,MVZ. Eddie Hernández Vidal,4,3,1,3,Mala,No,Satisfecho
238,25/08/2024,Consulta general,20,66,3351,MVZ. Eddie Hernández Vidal,1,5,5,3,Mala,No,Muy Satisfecho
239,26/08/2024,Ultrasonido,41,63,5055,MVZ. Eddie Hernández Vidal,5,3,2,4,Pesima,Sí,Muy Satisfecho
240,27/08/2024,Hospitalización,18,119,1662,MVZ. Eddie Hernández Vidal,4,2,1,5,Pesima,Sí,Satisfecho
241,28/08/2024,Servicio a domicilio,51,30,8013,MVZ. Eddie Hernández Vidal,5,4,4,2,Buena,Sí,Muy Satisfecho
242,29/08/2024,Vacunación,42,127,8095,MVZ. Eddie Hernández Vidal,5,1,3,5,Mala,No,Muy Satisfecho
243,30/08/2024,Consulta general,6,175,9217,MVZ. Eddie Hernández Vidal,4,1,5,5,Pesima,Sí,Muy Satisfecho
244,31/08/2024,Cirugías,38,150,7956,MVZ. Eddie Hernández Vidal,3,2,4,3,Regular,No,Satisfecho
245,01/09/2024,Servicio a domicilio,34,45,3489,MVZ. Eddie Hernández Vidal,2,4,4,2,Mala,No,Satisfecho
246,02/09/2024,Urgencias,49,65,3872,MVZ. Eddie Hernández Vidal,2,5,5,3,Buena,No,Muy Satisfecho
247,03/09/2024,Consulta general,10,86,4701,MVZ. Eddie Hernández Vidal,2,4,4,1,Regular,Sí,Satisfecho
248,04/09/2024,Urgencias,39,174,4287,MVZ. Eddie Hernández Vidal,4,4,4,1,Regular,Sí,Satisfecho
249,05/09/2024,Ultrasonido,40,171,6929,MVZ. Eddie Hernández Vidal,3,2,1,3,Mala,Sí,Algo satisfecho
250,06/09/2024,Urgencias,40,116,213,MVZ. Eddie Hernández Vidal,1,4,3,3,Regular,No,Satisfecho
251,07/09/2024,Desparacitación,27,29,4594,MVZ. Eddie Hernández Vidal,1,1,4,4,Buena,No,Satisfecho
252,08/09/2024,Estética,30,38,2984,MVZ. Eddie Hernández Vidal,1,4,3,2,Mala,No,Satisfecho
253,09/09/2024,Desparacitación,59,14,9796,MVZ. Eddie Hernández Vidal,3,2,1,2,Pesima,Sí,Algo satisfecho
254,10/09/2024,Vacunación,36,42,9631,MVZ. Eddie Hernández Vidal,1,4,5,2,Mala,Sí,Satisfecho
255,11/09/2024,Vacunación,34,107,5646,MVZ. Eddie Hernández Vidal,4,4,3,3,Pesima,No,Muy Satisfecho
256,12/09/2024,Estética,59,144,920,MVZ. Eddie Hernández Vidal,5,1,1,5,Buena,No,Satisfecho
257,13/09/2024,Estética,25,158,9494,MVZ. Eddie Hernández Vidal,1,1,1,4,Buena,Sí,Algo satisfecho
258,14/09/2024,Hospitalización,27,21,8412,MVZ. Eddie Hernández Vidal,5,2,1,3,Buena,No,Satisfecho
259,15/09/2024,Urgencias,56,88,5142,MVZ. Eddie Hernández Vidal,3,3,3,3,Regular,No,Satisfecho
260,16/09/2024,Vacunación,58,66,6101,MVZ. Eddie Hernández Vidal,2,1,2,5,Regular,No,Satisfecho
261,17/09/2024,Estética,31,127,8233,MVZ. Eddie Hernández Vidal,5,2,4,2,Pesima,No,Satisfecho
262,18/09/2024,Hospitalización,48,156,6715,MVZ. Eddie Hernández Vidal,5,4,1,2,Buena,No,Satisfecho
263,19/09/2024,Hospitalización,43,126,7225,MVZ. Eddie Hernández Vidal,1,1,5,1,Buena,No,Algo satisfecho
264,20/09/2024,Consulta general,3,117,3004,MVZ. Eddie Hernández Vidal,5,5,2,2,Pesima,Sí,Muy Satisfecho
265,21/09/2024,Estética,0,14,4795,MVZ. Eddie Hernández Vidal,1,2,2,2,Buena,Sí,Algo satisfecho
266,22/09/2024,Desparacitación,37,47,7330,MVZ. Eddie Hernández Vidal,2,5,1,4,Pesima,No,Satisfecho
267,23/09/2024,Hospitalización,55,174,6850,MVZ. Eddie Hernández Vidal,5,1,5,3,Mala,No,Muy Satisfecho
268,24/09/2024,Urgencias,39,31,5316,MVZ. Eddie Hernández Vidal,2,5,4,2,Regular,Sí,Satisfecho
269,25/09/2024,Desparacitación,12,124,2105,MVZ. Eddie Hernández Vidal,2,3,1,1,Pesima,No,Algo satisfecho
270,26/09/2024,Urgencias,20,123,9370,MVZ. Eddie Hernández Vidal,1,1,3,1,Mala,No,Algo satisfecho
271,27/09/2024,Ultrasonido,11,47,9154,MVZ. Eddie Hernández Vidal,2,4,3,5,Regular,Sí,Muy Satisfecho
272,28/09/2024,Desparacitación,12,67,6761,MVZ. Eddie Hernández Vidal,5,2,4,5,Pesima,No,Muy Satisfecho
273,29/09/2024,Servicio a domicilio,56,16,795,MVZ. Eddie Hernández Vidal,5,5,5,4,Mala,No,Extremadamente satisfecho
274,30/09/2024,Desparacitación,50,165,9810,MVZ. Eddie Hernández Vidal,1,3,3,1,Pesima,Sí,Algo satisfecho
275,01/10/2024,Ultrasonido,27,130,8703,MVZ. Eddie Hernández Vidal,2,5,2,5,Regular,Sí,Muy Satisfecho
276,02/10/2024,Vacunación,47,35,3517,MVZ. Eddie Hernández Vidal,2,1,5,3,Buena,Sí,Satisfecho
277,03/10/2024,Vacunación,57,91,6661,MVZ. Eddie Hernández Vidal,2,5,3,2,Regular,No,Satisfecho
278,04/10/2024,Hospitalización,21,34,831,MVZ. Eddie Hernández Vidal,2,2,2,2,Pesima,No,Algo satisfecho
279,05/10/2024,Estética,44,37,8180,MVZ. Eddie Hernández Vidal,4,5,5,2,Regular,No,Muy Satisfecho
280,06/10/2024,Cirugías,12,155,1780,MVZ. Eddie Hernández Vidal,1,5,1,2,Buena,No,Algo satisfecho
281,07/10/2024,Urgencias,47,180,6579,MVZ. Eddie Hernández Vidal,3,4,3,3,Regular,No,Satisfecho
282,08/10/2024,Estética,17,45,7686,MVZ. Eddie Hernández Vidal,3,3,5,5,Mala,Sí,Muy Satisfecho
283,09/10/2024,Cirugías,39,157,1780,MVZ. Eddie Hernández Vidal,4,5,5,1,Mala,Sí,Muy Satisfecho
284,10/10/2024,Desparacitación,31,123,9920,MVZ. Eddie Hernández Vidal,2,4,4,1,Regular,Sí,Satisfecho
285,11/10/2024,Hospitalización,47,147,8292,MVZ. Eddie Hernández Vidal,5,5,1,4,Mala,Sí,Muy Satisfecho
286,12/10/2024,Desparacitación,29,7,8827,MVZ. Eddie Hernández Vidal,2,5,5,4,Regular,No,Muy Satisfecho
287,13/10/2024,Consulta general,55,38,4952,MVZ. Eddie Hernández Vidal,2,3,2,5,Mala,No,Satisfecho
288,14/10/2024,Vacunación,1,47,4818,MVZ. Eddie Hernández Vidal,3,5,5,4,Pesima,No,Muy Satisfecho
289,15/10/2024,Vacunación,37,41,906,MVZ. Eddie Hernández Vidal,4,3,5,4,Buena,Sí,Muy Satisfecho
290,16/10/2024,Servicio a domicilio,0,133,5813,MVZ. Eddie Hernández Vidal,1,5,5,4,Mala,Sí,Muy Satisfecho
291,17/10/2024,Cirugías,23,157,1011,MVZ. Eddie Hernández Vidal,2,3,5,3,Buena,Sí,Satisfecho
292,18/10/2024,Servicio a domicilio,13,55,1407,MVZ. Eddie Hernández Vidal,1,5,5,3,Mala,No,Muy Satisfecho
293,19/10/2024,Vacunación,8,43,992,MVZ. Eddie Hernández Vidal,1,3,2,2,Buena,Sí,Algo satisfecho
294,20/10/2024,Cirugías,20,60,526,MVZ. Eddie Hernández Vidal,4,1,3,2,Buena,Sí,Satisfecho
295,21/10/2024,Hospitalización,53,17,1610,MVZ. Eddie Hernández Vidal,5,5,3,2,Mala,No,Muy Satisfecho
296,22/10/2024,Servicio a domicilio,18,130,818,MVZ. Eddie Hernández Vidal,2,4,3,4,Buena,Sí,Satisfecho
297,23/10/2024,Hospitalización,16,20,1939,MVZ. Eddie Hernández Vidal,3,5,2,4,Mala,Sí,Muy Satisfecho
298,24/10/2024,Consulta general,13,31,3509,MVZ. Eddie Hernández Vidal,3,5,1,3,Buena,No,Satisfecho
299,25/10/2024,Ultrasonido,8,156,8544,MVZ. Eddie Hernández Vidal,3,4,1,1,Regular,No,Algo satisfecho
300,26/10/2024,Cirugías,6,21,4432,MVZ. Eddie Hernández Vidal,1,5,5,5,Regular,No,Muy Satisfecho
301,27/10/2024,Urgencias,27,87,999,MVZ. Eddie Hernández Vidal,5,1,2,5,Mala,No,Satisfecho
302,28/10/2024,Urgencias,37,178,3289,MVZ. Eddie Hernández Vidal,5,4,4,5,Pesima,Sí,Extremadamente satisfecho
303,29/10/2024,Vacunación,35,166,2045,MVZ. Eddie Hernández Vidal,4,4,5,1,Pesima,Sí,Muy Satisfecho
304,30/10/2024,Consulta general,40,136,3387,MVZ. Eddie Hernández Vidal,1,3,4,5,Regular,No,Satisfecho
305,31/10/2024,Ultrasonido,26,63,2145,MVZ. Eddie Hernández Vidal,5,3,5,5,Regular,Sí,Extremadamente satisfecho
306,01/11/2024,Ultrasonido,30,107,7297,MVZ. Eddie Hernández Vidal,3,4,1,4,Buena,Sí,Satisfecho
307,02/11/2024,Hospitalización,12,76,4220,MVZ. Eddie Hernández Vidal,3,4,4,5,Mala,Sí,Muy Satisfecho
308,03/11/2024,Estética,57,62,4746,MVZ. Eddie Hernández Vidal,3,5,5,5,Regular,No,Extremadamente satisfecho
309,04/11/2024,Estética,45,153,6052,MVZ. Eddie Hernández Vidal,5,1,1,2,Pesima,Sí,Algo satisfecho
310,05/11/2024,Hospitalización,16,117,4688,MVZ. Eddie Hernández Vidal,3,3,3,4,Mala,No,Satisfecho
311,06/11/2024,Urgencias,58,71,8434,MVZ. Eddie Hernández Vidal,5,2,3,3,Mala,Sí,Satisfecho
312,07/11/2024,Estética,23,65,7349,MVZ. Eddie Hernández Vidal,5,5,4,4,Pesima,Sí,Extremadamente satisfecho
313,08/11/2024,Ultrasonido,50,15,798,MVZ. Eddie Hernández Vidal,2,5,4,5,Regular,Sí,Muy Satisfecho
314,09/11/2024,Estética,42,56,4557,MVZ. Eddie Hernández Vidal,3,1,4,1,Mala,Sí,Algo satisfecho
315,10/11/2024,Estética,8,103,340,MVZ. Eddie Hernández Vidal,5,3,2,2,Mala,No,Satisfecho
316,11/11/2024,Vacunación,55,5,463,MVZ. Eddie Hernández Vidal,5,2,4,3,Buena,No,Muy Satisfecho
317,12/11/2024,Ultrasonido,54,75,4885,MVZ. Eddie Hernández Vidal,3,3,5,4,Buena,Sí,Muy Satisfecho
318,13/11/2024,Consulta general,16,18,9941,MVZ. Eddie Hernández Vidal,3,3,3,2,Pesima,No,Satisfecho
319,14/11/2024,Hospitalización,53,30,4581,MVZ. Eddie Hernández Vidal,3,1,1,3,Buena,Sí,Algo satisfecho
320,15/11/2024,Desparacitación,18,96,9963,MVZ. Eddie Hernández Vidal,4,5,5,1,Pesima,Sí,Muy Satisfecho
321,16/11/2024,Servicio a domicilio,10,52,4716,MVZ. Eddie Hernández Vidal,3,1,2,5,Regular,Sí,Satisfecho
322,17/11/2024,Urgencias,15,74,3715,MVZ. Eddie Hernández Vidal,2,3,3,1,Regular,No,Algo satisfecho
323,18/11/2024,Estética,38,110,736,MVZ. Eddie Hernández Vidal,1,2,1,5,Mala,No,Algo satisfecho
324,19/11/2024,Servicio a domicilio,24,28,7538,MVZ. Eddie Hernández Vidal,5,5,3,3,Mala,Sí,Muy Satisfecho
325,20/11/2024,Hospitalización,36,29,4402,MVZ. Eddie Hernández Vidal,3,1,1,2,Buena,Sí,Algo satisfecho
326,21/11/2024,Estética,47,26,5971,MVZ. Eddie Hernández Vidal,4,4,5,3,Mala,No,Muy Satisfecho
327,22/11/2024,Desparacitación,0,18,9479,MVZ. Eddie Hernández Vidal,5,2,4,4,Pesima,Sí,Muy Satisfecho
328,23/11/2024,Desparacitación,3,71,1100,MVZ. Eddie Hernández Vidal,5,4,4,1,Pesima,Sí,Muy Satisfecho
329,24/11/2024,Consulta general,26,174,7461,MVZ. Eddie Hernández Vidal,2,3,5,2,Regular,Sí,Satisfecho
330,25/11/2024,Hospitalización,20,134,6652,MVZ. Eddie Hernández Vidal,4,2,4,5,Pesima,Sí,Muy Satisfecho
331,26/11/2024,Ultrasonido,47,63,9610,MVZ. Eddie Hernández Vidal,5,2,5,3,Pesima,Sí,Muy Satisfecho
332,27/11/2024,Desparacitación,47,57,9500,MVZ. Eddie Hernández Vidal,2,5,1,2,Regular,Sí,Satisfecho
333,28/11/2024,Consulta general,33,133,4527,MVZ. Eddie Hernández Vidal,4,3,5,3,Regular,Sí,Muy Satisfecho
334,29/11/2024,Cirugías,24,131,6102,MVZ. Eddie Hernández Vidal,4,1,2,1,Buena,No,Algo satisfecho
335,30/11/2024,Hospitalización,18,19,2433,MVZ. Eddie Hernández Vidal,3,2,3,1,Regular,Sí,Algo satisfecho
336,01/12/2024,Consulta general,40,105,5192,MVZ. Eddie Hernández Vidal,4,1,1,4,Pesima,No,Satisfecho
337,02/12/2024,Vacunación,9,140,4750,MVZ. Eddie Hernández Vidal,2,3,4,3,Buena,Sí,Satisfecho
338,03/12/2024,Cirugías,8,53,3710,MVZ. Eddie Hernández Vidal,4,3,5,3,Regular,No,Muy Satisfecho
339,04/12/2024,Hospitalización,7,78,9519,MVZ. Eddie Hernández Vidal,4,4,1,1,Pesima,No,Satisfecho
340,05/12/2024,Vacunación,28,113,9421,MVZ. Eddie Hernández Vidal,4,1,3,5,Mala,Sí,Satisfecho
341,06/12/2024,Ultrasonido,47,54,8664,MVZ. Eddie Hernández Vidal,3,1,2,5,Mala,No,Satisfecho
342,07/12/2024,Ultrasonido,41,9,7487,MVZ. Eddie Hernández Vidal,5,5,4,3,Buena,Sí,Muy Satisfecho
343,08/12/2024,Hospitalización,19,21,4635,MVZ. Eddie Hernández Vidal,4,3,1,4,Pesima,No,Satisfecho
344,09/12/2024,Consulta general,22,149,7480,MVZ. Eddie Hernández Vidal,1,3,4,3,Pesima,Sí,Satisfecho
345,10/12/2024,Ultrasonido,3,68,8693,MVZ. Eddie Hernández Vidal,5,3,1,3,Mala,No,Satisfecho
346,11/12/2024,Urgencias,55,149,8366,MVZ. Eddie Hernández Vidal,1,3,2,3,Pesima,No,Algo satisfecho
347,12/12/2024,Vacunación,14,109,9280,MVZ. Eddie Hernández Vidal,4,5,1,3,Buena,No,Satisfecho
348,13/12/2024,Estética,55,7,810,MVZ. Eddie Hernández Vidal,3,4,3,5,Mala,No,Muy Satisfecho
349,14/12/2024,Desparacitación,2,37,5788,MVZ. Eddie Hernández Vidal,2,3,4,4,Pesima,Sí,Satisfecho
350,15/12/2024,Consulta general,23,75,2560,MVZ. Eddie Hernández Vidal,5,2,5,5,Mala,No,Muy Satisfecho
351,16/12/2024,Desparacitación,43,161,2403,MVZ. Eddie Hernández Vidal,4,4,1,2,Mala,Sí,Satisfecho
352,17/12/2024,Cirugías,24,27,9972,MVZ. Eddie Hernández Vidal,1,5,1,2,Pesima,Sí,Algo satisfecho
353,18/12/2024,Urgencias,20,160,2345,MVZ. Eddie Hernández Vidal,4,4,3,2,Regular,Sí,Satisfecho
354,19/12/2024,Vacunación,35,126,4668,MVZ. Eddie Hernández Vidal,2,4,1,1,Regular,No,Algo satisfecho
355,20/12/2024,Consulta general,58,131,3856,MVZ. Eddie Hernández Vidal,4,5,3,4,Regular,Sí,Muy Satisfecho
356,21/12/2024,Desparacitación,46,9,9300,MVZ. Eddie Hernández Vidal,1,2,1,5,Mala,Sí,Algo satisfecho
357,22/12/2024,Desparacitación,32,9,7890,MVZ. Eddie Hernández Vidal,1,3,5,4,Pesima,Sí,Satisfecho
358,23/12/2024,Desparacitación,34,80,6683,MVZ. Eddie Hernández Vidal,4,2,1,2,Regular,No,Algo satisfecho
359,24/12/2024,Urgencias,42,80,9765,MVZ. Eddie Hernández Vidal,4,3,3,5,Buena,No,Muy Satisfecho
360,25/12/2024,Urgencias,28,81,9043,MVZ. Eddie Hernández Vidal,5,5,3,1,Buena,Sí,Muy Satisfecho
361,26/12/2024,Estética,37,142,6512,MVZ. Eddie Hernández Vidal,3,1,5,3,Buena,Sí,Satisfecho
362,27/12/2024,Desparacitación,36,40,5629,MVZ. Eddie Hernández Vidal,2,5,5,5,Regular,No,Muy Satisfecho
363,28/12/2024,Ultrasonido,18,139,5796,MVZ. Eddie Hernández Vidal,3,4,5,1,Pesima,Sí,Satisfecho
364,29/12/2024,Vacunación,55,36,6569,MVZ. Eddie Hernández Vidal,4,3,1,5,Regular,No,Satisfecho
365,30/12/2024,Vacunación,42,32,5122,MVZ. Eddie Hernández Vidal,3,5,4,5,Buena,Sí,Muy Satisfecho
366,31/12/2024,Servicio a domicilio,35,15,4876,MVZ. Eddie Hernández Vidal,2,2,5,4,Regular,Sí,Satisfecho
367,01/01/2025,Consulta general,39,106,3584,MVZ. Eddie Hernández Vidal,3,1,4,3,Buena,No,Satisfecho
368,02/01/2025,Servicio a domicilio,35,84,8792,MVZ. Eddie Hernández Vidal,2,2,5,2,Regular,No,Satisfecho
369,03/01/2025,Consulta general,1,31,6528,MVZ. Eddie Hernández Vidal,1,2,5,4,Buena,Sí,Satisfecho
370,04/01/2025,Vacunación,29,74,8303,MVZ. Eddie Hernández Vidal,1,4,2,1,Pesima,Sí,Algo satisfecho
371,05/01/2025,Desparacitación,20,169,2753,MVZ. Eddie Hernández Vidal,4,3,2,1,Pesima,Sí,Satisfecho
372,06/01/2025,Consulta general,37,37,5604,MVZ. Eddie Hernández Vidal,3,3,5,2,Buena,No,Satisfecho
373,07/01/2025,Consulta general,35,42,8982,MVZ. Eddie Hernández Vidal,1,5,2,2,Pesima,No,Satisfecho
374,08/01/2025,Urgencias,46,87,9054,MVZ. Eddie Hernández Vidal,3,4,2,3,Pesima,No,Satisfecho
375,09/01/2025,Hospitalización,34,82,6323,MVZ. Eddie Hernández Vidal,1,5,3,3,Pesima,No,Satisfecho
376,10/01/2025,Estética,27,71,5071,MVZ. Eddie Hernández Vidal,4,3,2,4,Regular,No,Satisfecho
377,11/01/2025,Desparacitación,49,173,3864,MVZ. Eddie Hernández Vidal,1,4,4,3,Buena,Sí,Satisfecho
378,12/01/2025,Vacunación,59,133,6516,MVZ. Eddie Hernández Vidal,1,3,5,2,Pesima,No,Satisfecho
379,13/01/2025,Cirugías,14,171,8638,MVZ. Eddie Hernández Vidal,2,4,5,2,Regular,No,Satisfecho
380,14/01/2025,Ultrasonido,42,69,3709,MVZ. Eddie Hernández Vidal,4,1,4,3,Pesima,Sí,Satisfecho
381,15/01/2025,Vacunación,30,142,3149,MVZ. Eddie Hernández Vidal,5,1,1,1,Buena,Sí,Algo satisfecho
382,16/01/2025,Servicio a domicilio,27,67,3115,MVZ. Eddie Hernández Vidal,3,3,5,5,Regular,No,Muy Satisfecho
383,17/01/2025,Estética,51,8,6730,MVZ. Eddie Hernández Vidal,5,4,1,4,Pesima,Sí,Muy Satisfecho
384,18/01/2025,Consulta general,4,138,9893,MVZ. Eddie Hernández Vidal,5,5,2,4,Regular,Sí,Muy Satisfecho
385,19/01/2025,Desparacitación,4,86,6690,MVZ. Eddie Hernández Vidal,2,1,2,5,Regular,Sí,Satisfecho
386,20/01/2025,Urgencias,6,23,424,MVZ. Eddie Hernández Vidal,5,5,5,4,Mala,Sí,Extremadamente satisfecho
387,21/01/2025,Estética,41,50,4471,MVZ. Eddie Hernández Vidal,1,1,1,3,Buena,No,Algo satisfecho
388,22/01/2025,Vacunación,41,69,7936,MVZ. Eddie Hernández Vidal,2,3,3,2,Mala,Sí,Satisfecho
389,23/01/2025,Cirugías,3,122,750,MVZ. Eddie Hernández Vidal,2,5,5,3,Buena,Sí,Muy Satisfecho
390,24/01/2025,Cirugías,39,43,5244,MVZ. Eddie Hernández Vidal,2,4,5,3,Pesima,No,Muy Satisfecho
391,25/01/2025,Consulta general,44,113,5401,MVZ. Eddie Hernández Vidal,4,1,2,2,Buena,Sí,Algo satisfecho
392,26/01/2025,Hospitalización,36,174,1991,MVZ. Eddie Hernández Vidal,5,4,4,5,Regular,No,Extremadamente satisfecho
393,27/01/2025,Estética,27,22,5435,MVZ. Eddie Hernández Vidal,2,2,4,5,Pesima,Sí,Satisfecho
394,28/01/2025,Ultrasonido,13,177,2594,MVZ. Eddie Hernández Vidal,1,5,1,5,Buena,Sí,Satisfecho
395,29/01/2025,Desparacitación,44,151,3122,MVZ. Eddie Hernández Vidal,1,1,3,5,Pesima,Sí,Satisfecho
396,30/01/2025,Hospitalización,0,139,1768,MVZ. Eddie Hernández Vidal,2,4,2,5,Regular,Sí,Satisfecho
397,31/01/2025,Vacunación,10,59,5583,MVZ. Eddie Hernández Vidal,4,3,3,2,Mala,No,Satisfecho
398,01/02/2025,Cirugías,29,172,1736,MVZ. Eddie Hernández Vidal,3,2,3,3,Regular,No,Satisfecho
399,02/02/2025,Vacunación,14,133,7490,MVZ. Eddie Hernández Vidal,2,2,4,3,Buena,No,Satisfecho
400,03/02/2025,Ultrasonido,0,42,9412,MVZ. Eddie Hernández Vidal,3,4,1,5,Regular,Sí,Satisfecho
401,04/02/2025,Desparacitación,0,41,590,MVZ. Eddie Hernández Vidal,4,5,4,4,Pesima,Sí,Muy Satisfecho
402,05/02/2025,Hospitalización,32,140,2745,MVZ. Eddie Hernández Vidal,2,3,3,5,Pesima,Sí,Satisfecho
403,06/02/2025,Vacunación,52,50,6871,MVZ. Eddie Hernández Vidal,2,4,2,3,Regular,No,Satisfecho
404,07/02/2025,Urgencias,11,144,790,MVZ. Eddie Hernández Vidal,1,4,1,3,Buena,Sí,Algo satisfecho
405,08/02/2025,Cirugías,29,137,3195,MVZ. Eddie Hernández Vidal,2,4,5,3,Mala,Sí,Muy Satisfecho
406,09/02/2025,Vacunación,5,43,3236,MVZ. Eddie Hernández Vidal,2,4,3,1,Mala,No,Satisfecho
407,10/02/2025,Hospitalización,5,129,4671,MVZ. Eddie Hernández Vidal,2,4,3,3,Regular,Sí,Satisfecho
408,11/02/2025,Cirugías,57,45,5425,MVZ. Eddie Hernández Vidal,1,4,3,2,Mala,No,Satisfecho
409,12/02/2025,Cirugías,30,67,3465,MVZ. Eddie Hernández Vidal,3,3,1,4,Buena,Sí,Satisfecho
410,13/02/2025,Estética,18,75,9008,MVZ. Eddie Hernández Vidal,1,3,3,5,Regular,Sí,Satisfecho
411,14/02/2025,Urgencias,42,167,4310,MVZ. Eddie Hernández Vidal,1,4,3,1,Regular,Sí,Algo satisfecho
412,15/02/2025,Estética,16,85,1330,MVZ. Eddie Hernández Vidal,2,3,3,4,Buena,Sí,Satisfecho
413,16/02/2025,Vacunación,55,161,6221,MVZ. Eddie Hernández Vidal,2,1,3,5,Regular,Sí,Satisfecho
414,17/02/2025,Ultrasonido,17,165,3472,MVZ. Eddie Hernández Vidal,5,1,5,1,Regular,No,Satisfecho
415,18/02/2025,Vacunación,11,54,7295,MVZ. Eddie Hernández Vidal,5,2,1,1,Mala,Sí,Algo satisfecho
416,19/02/2025,Servicio a domicilio,9,13,851,MVZ. Eddie Hernández Vidal,4,1,4,4,Regular,No,Satisfecho
417,20/02/2025,Hospitalización,9,26,3243,MVZ. Eddie Hernández Vidal,5,2,2,4,Regular,Sí,Satisfecho
418,21/02/2025,Urgencias,26,55,9819,MVZ. Eddie Hernández Vidal,2,3,1,3,Mala,No,Algo satisfecho
419,22/02/2025,Vacunación,12,157,7087,MVZ. Eddie Hernández Vidal,4,4,4,5,Mala,Sí,Muy Satisfecho
420,23/02/2025,Urgencias,0,149,6429,MVZ. Eddie Hernández Vidal,3,4,4,5,Pesima,No,Muy Satisfecho
421,24/02/2025,Vacunación,39,90,8558,MVZ. Eddie Hernández Vidal,5,1,4,2,Regular,Sí,Satisfecho
422,25/02/2025,Ultrasonido,28,15,8899,MVZ. Eddie Hernández Vidal,5,3,4,4,Mala,Sí,Muy Satisfecho
423,26/02/2025,Consulta general,54,165,4621,MVZ. Eddie Hernández Vidal,2,5,2,1,Regular,No,Satisfecho
424,27/02/2025,Servicio a domicilio,13,141,3213,MVZ. Eddie Hernández Vidal,2,4,4,5,Mala,No,Muy Satisfecho
425,28/02/2025,Desparacitación,23,111,7003,MVZ. Eddie Hernández Vidal,1,3,5,4,Mala,No,Satisfecho
426,01/03/2025,Consulta general,58,50,6497,MVZ. Eddie Hernández Vidal,1,4,2,2,Regular,Sí,Algo satisfecho
427,02/03/2025,Vacunación,57,153,913,MVZ. Eddie Hernández Vidal,5,1,3,1,Mala,No,Satisfecho
428,03/03/2025,Servicio a domicilio,48,167,2499,MVZ. Eddie Hernández Vidal,5,5,3,3,Pesima,Sí,Muy Satisfecho
429,04/03/2025,Desparacitación,27,9,4862,MVZ. Eddie Hernández Vidal,4,4,2,4,Pesima,Sí,Muy Satisfecho
430,05/03/2025,Hospitalización,43,53,3929,MVZ. Eddie Hernández Vidal,5,3,4,2,Buena,Sí,Muy Satisfecho
